ClassID,BornAniCount,DeadHideTime,DeadHideBlendTime,SpriteScale,TopOffset,MidOffset,BtmOffset,LODDist,PT_Body,PT_Shirt,PT_Pants,PT_PantsAdd1,PT_PantsAdd2,PT_Face,PT_Hair,PT_Hat,PT_Gloves,PT_Boots,PT_Belt,PT_Outer,PT_OuterAdd1,PT_OuterAdd2,Item1,Item2,Item3,Item4,Item5,WlkAniSPD,RunAniSPD,MoveCompleteLoop,ClassName,RootName,FileName,EffectPostFix,UseSilhouette,Full3D_Model,DirType,MorphFile,Render,AutoJump,UseBone,Retarget,RootNode,ForceHitDummy,TopDummy,LookAtNode,HitEffectNode,DamageTextNode,PT_BodyColor,PT_ShirtColor,PT_PantsColor,PT_PantsAdd1Color,PT_PantsAdd2Color,PT_FaceColor,PT_HairColor,PT_HatColor,PT_GlovesColor,PT_BootsColor,PT_BeltColor,PT_OuterColor,PT_OuterAdd1Color,PT_OuterAdd2Color,Item1Node,Item1Color,Item1Scale,Item2Node,Item2Color,Item2Scale,Item3Node,Item3Color,Item3Scale,Item4Node,Item4Color,Item4Scale,Item5Node,Item5Color,Item5Scale,CheckBoundingBox,HitRotate
29184,0,0,0,39322,0,0,0,0,38784,0,0,0,0,0,35840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_austeja_female_2,npc_saule_1,npc_saule_1,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
29440,0,0,0,39322,0,0,0,0,37280,0,0,0,0,0,37296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pub_waiter,pub_waiter,pub_waiter,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
29696,0,0,0,39322,0,0,0,0,35488,0,0,0,0,0,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_f_tower_Ele,WRC_master,WRC_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
29952,0,0,0,39322,0,0,0,0,28288,0,0,0,0,0,37136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_dazz_KRV,KRV_master,KRV_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
30208,0,0,0,39322,0,0,0,0,34688,0,0,0,0,0,37072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_dazz_SCT,SCT_master,SCT_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
30464,0,0,0,39322,0,0,0,0,33664,0,0,0,0,0,35968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_dazz_ROD,ROD_master,ROD_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
30720,0,0,0,39322,0,0,0,0,33152,0,0,0,0,0,37168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_dazz_MNK,MNK_master,MNK_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
30976,0,0,0,39322,0,0,0,0,26368,0,0,0,0,0,37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_dazz_BAR,BAR_master,BAR_master,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
31232,0,0,0,39322,0,0,0,0,38800,0,0,0,0,0,31744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_investigation01,npc_paladin_Follower2,npc_paladin_Follower2,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
31488,0,0,0,39322,0,0,0,0,38640,0,0,0,0,0,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_husband_1,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
31744,0,0,0,39322,0,0,0,0,38672,0,0,0,0,0,34144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_oldman_1,npc_village_uncle_01,npc_village_uncle_01,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
32000,0,0,0,39322,0,0,0,0,38544,0,0,0,0,0,38560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_antares,npc_antares,npc_antares,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
32256,0,0,0,39322,0,0,0,0,38944,0,0,0,0,37888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mine_miner,mine_miner,mine_miner,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
32512,0,0,0,39322,0,0,0,0,38960,0,0,0,0,43008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mine_matron,mine_matron,mine_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
32768,0,0,0,39322,0,0,0,0,38976,0,0,0,0,36624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mine_village_female,mine_village_female,mine_village_female,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
33024,0,0,0,39322,0,0,0,0,38992,0,0,0,0,17408,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mine_Laima,mine_Laima,mine_Laima,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
33280,0,0,0,39322,0,0,0,0,39104,0,0,0,0,39232,39232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_henrika,npc_henrika,npc_henrika,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
33536,0,0,0,39322,0,0,0,0,39120,0,0,0,0,0,39408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_rena,npc_rena,npc_rena,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
33792,0,0,0,39322,0,0,0,0,39136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron_aquamarine,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
34048,0,0,0,39322,0,0,0,0,39152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron_blue,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
34304,0,0,0,39322,0,0,0,0,39168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron_darkbrown,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
34560,0,0,0,39322,0,0,0,0,39184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron_pink,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
34816,0,0,0,39322,0,0,0,0,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_matron_purple,npc_matron,npc_matron,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
35072,0,0,0,39322,0,0,0,0,39216,0,0,0,0,39248,39248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,npc_kristina,npc_kristina,npc_kristina,,YES,NO,Dir_8,,Normal,YES,Yes,No,Bip01,Bip01,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,NO
51328,0,0,0,39322,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hidden_T0M1_1,Hidden_T0M1_1,Hidden_T0M1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
51456,0,0,0,39322,0,0,0,0,29696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T1O1_1,Jar_T1O1_1,Jar_T1O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
51584,0,0,0,39322,0,0,0,0,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T2O1_1,Jar_T2O1_1,Jar_T2O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
51712,0,0,0,39322,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T2O2_1,Jar_T2O2_1,Jar_T2O2_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
51840,0,0,0,39322,0,0,0,0,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T4O1_1,Jar_T4O1_1,Jar_T4O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
51968,0,0,0,39322,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T5O1_1,Jar_T5O1_1,Jar_T5O1_1,,NO,NO,,,Normal,YES,Yes,NO,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,NO,YES
52096,0,0,0,39322,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T6O1_1,Jar_T6O1_1,Jar_T6O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52224,0,0,0,39322,0,0,0,0,29696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T7O1_1,Jar_T7O1_1,Jar_T7O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52352,0,0,0,39322,0,0,0,0,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T8O1_1,Jar_T8O1_1,Jar_T8O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52480,0,0,0,39322,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jar_T9O1_1,Jar_T9O1_1,Jar_T9O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52608,0,0,0,39322,0,0,0,0,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lantern_T1O1_1,Lantern_T1O1_1,Lantern_T1O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52736,0,0,0,39322,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lantern_T2O1_1,Lantern_T2O1_1,Lantern_T2O1_1,,NO,NO,,,Normal,YES,Yes,NO,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,NO,YES
52864,0,0,0,39322,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lantern_T3O1_1,Lantern_T3O1_1,Lantern_T3O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
52992,0,0,0,39322,0,0,0,0,29696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lantern_T4O1_1,Lantern_T4O1_1,Lantern_T4O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
53120,0,0,0,39322,0,0,0,0,27648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lantern_T5O1_1,Lantern_T5O1_1,Lantern_T5O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
53248,0,0,0,39322,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mush_T1O1_1,Mush_T1O1_1,Mush_T1O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
53376,0,0,0,39322,0,0,0,0,22528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mush_T2O1_1,Mush_T2O1_1,Mush_T2O1_1,,NO,NO,,,Normal,YES,Yes,No,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;0,0;0;0;0,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,0;0;0;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,,-1,1;1;1,NO,YES
53504,0,0,0,39322,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mush_T3O1_1,Mush_T3O1_1,Mush_T3O1_1,,NO,NO,,,Normal,YES,Yes,NO,Bip01,Bip01 Spine2,Bip01 Head,Bip01 Head,,,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,0;0;0;0,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,,0;0;0;0,1;1;1,NO,YES
